boroughs,age,ageValue,occupation,occupationValue
Barking and Dagenham,age53,2800,professional,15185
Barking and Dagenham,age53,2800,technical,9279
Barking and Dagenham,age53,2800,admin,8798
Barking and Dagenham,age53,2800,skilledTrade,10957
Barking and Dagenham,age53,2800,service,10934
Barking and Dagenham,age53,2800,sales,7686
Barking and Dagenham,age53,2800,manual,8964
Barking and Dagenham,age53,2800,elementary,15000
Barking and Dagenham,age54,2473,management,7786
Barking and Dagenham,age54,2473,professional,15185
Barking and Dagenham,age54,2473,technical,9279
Barking and Dagenham,age54,2473,admin,8798
Barking and Dagenham,age54,2473,skilledTrade,10957
Barking and Dagenham,age54,2473,service,10934
Barking and Dagenham,age54,2473,sales,7686
Barking and Dagenham,age54,2473,manual,8964
Barking and Dagenham,age54,2473,elementary,15000
Barking and Dagenham,age55,2510,management,7786
Barking and Dagenham,age55,2510,professional,15185
Barking and Dagenham,age55,2510,technical,9279
Barking and Dagenham,age55,2510,admin,8798
Barking and Dagenham,age55,2510,skilledTrade,10957
Barking and Dagenham,age55,2510,service,10934
Barking and Dagenham,age55,2510,sales,7686
Barking and Dagenham,age55,2510,manual,8964
Barking and Dagenham,age55,2510,elementary,15000
Barking and Dagenham,age56,2410,management,7786
Barking and Dagenham,age56,2410,professional,15185
Barking and Dagenham,age56,2410,technical,9279
Barking and Dagenham,age56,2410,admin,8798
Barking and Dagenham,age56,2410,skilledTrade,10957
Barking and Dagenham,age56,2410,service,10934
Barking and Dagenham,age56,2410,sales,7686
Barking and Dagenham,age56,2410,manual,8964
Barking and Dagenham,age56,2410,elementary,15000
Barking and Dagenham,age57,2205,management,7786
Barking and Dagenham,age57,2205,professional,15185
Barking and Dagenham,age57,2205,technical,9279
Barking and Dagenham,age57,2205,admin,8798
Barking and Dagenham,age57,2205,skilledTrade,10957
Barking and Dagenham,age57,2205,service,10934
Barking and Dagenham,age57,2205,sales,7686
Barking and Dagenham,age57,2205,manual,8964
Barking and Dagenham,age57,2205,elementary,15000
Barking and Dagenham,age58,2254,management,7786
Barking and Dagenham,age58,2254,professional,15185
Barking and Dagenham,age58,2254,technical,9279
Barking and Dagenham,age58,2254,admin,8798
Barking and Dagenham,age58,2254,skilledTrade,10957
Barking and Dagenham,age58,2254,service,10934
Barking and Dagenham,age58,2254,sales,7686
Barking and Dagenham,age58,2254,manual,8964
Barking and Dagenham,age58,2254,elementary,15000
Barking and Dagenham,age59,1947,management,7786
Barking and Dagenham,age59,1947,professional,15185
Barking and Dagenham,age59,1947,technical,9279
Barking and Dagenham,age59,1947,admin,8798
Barking and Dagenham,age59,1947,skilledTrade,10957
Barking and Dagenham,age59,1947,service,10934
Barking and Dagenham,age59,1947,sales,7686
Barking and Dagenham,age59,1947,manual,8964
Barking and Dagenham,age59,1947,elementary,15000
Barking and Dagenham,age60,2029,management,7786
Barking and Dagenham,age60,2029,professional,15185
Barking and Dagenham,age60,2029,technical,9279
Barking and Dagenham,age60,2029,admin,8798
Barking and Dagenham,age60,2029,skilledTrade,10957
Barking and Dagenham,age60,2029,service,10934
Barking and Dagenham,age60,2029,sales,7686
Barking and Dagenham,age60,2029,manual,8964
Barking and Dagenham,age60,2029,elementary,15000
Barking and Dagenham,age61,1777,management,7786
Barking and Dagenham,age61,1777,professional,15185
Barking and Dagenham,age61,1777,technical,9279
Barking and Dagenham,age61,1777,admin,8798
Barking and Dagenham,age61,1777,skilledTrade,10957
Barking and Dagenham,age61,1777,service,10934
Barking and Dagenham,age61,1777,sales,7686
Barking and Dagenham,age61,1777,manual,8964
Barking and Dagenham,age61,1777,elementary,15000
Barking and Dagenham,age62,1719,management,7786
Barking and Dagenham,age62,1719,professional,15185
Barking and Dagenham,age62,1719,technical,9279
Barking and Dagenham,age62,1719,admin,8798
Barking and Dagenham,age62,1719,skilledTrade,10957
Barking and Dagenham,age62,1719,service,10934
Barking and Dagenham,age62,1719,sales,7686
Barking and Dagenham,age62,1719,manual,8964
Barking and Dagenham,age62,1719,elementary,15000
Barking and Dagenham,age63,1524,management,7786
Barking and Dagenham,age63,1524,professional,15185
Barking and Dagenham,age63,1524,technical,9279
Barking and Dagenham,age63,1524,admin,8798
Barking and Dagenham,age63,1524,skilledTrade,10957
Barking and Dagenham,age63,1524,service,10934
Barking and Dagenham,age63,1524,sales,7686
Barking and Dagenham,age63,1524,manual,8964
Barking and Dagenham,age63,1524,elementary,15000
Barking and Dagenham,age64,1537,management,7786
Barking and Dagenham,age64,1537,professional,15185
Barking and Dagenham,age64,1537,technical,9279
Barking and Dagenham,age64,1537,admin,8798
Barking and Dagenham,age64,1537,skilledTrade,10957
Barking and Dagenham,age64,1537,service,10934
Barking and Dagenham,age64,1537,sales,7686
Barking and Dagenham,age64,1537,manual,8964
Barking and Dagenham,age64,1537,elementary,15000
Barnet,age16,4897,management,31481
Barnet,age16,4897,professional,50534
Barnet,age16,4897,technical,25626
Barnet,age16,4897,admin,16520
Barnet,age16,4897,skilledTrade,14478
Barnet,age16,4897,service,14342
Barnet,age16,4897,sales,10663
Barnet,age16,4897,manual,8394
Barnet,age16,4897,elementary,14137
Barnet,age17,4502,management,31481
Barnet,age17,4502,professional,50534
Barnet,age17,4502,technical,25626
Barnet,age17,4502,admin,16520
Barnet,age17,4502,skilledTrade,14478
Barnet,age17,4502,service,14342
Barnet,age17,4502,sales,10663
Barnet,age17,4502,manual,8394
Barnet,age17,4502,elementary,14137
Barnet,age18,4007,management,31481
Barnet,age18,4007,professional,50534
Barnet,age18,4007,technical,25626
Barnet,age18,4007,admin,16520
Barnet,age18,4007,skilledTrade,14478
Barnet,age18,4007,service,14342
Barnet,age18,4007,sales,10663
Barnet,age18,4007,manual,8394
Barnet,age18,4007,elementary,14137
Barnet,age19,3233,management,31481
Barnet,age19,3233,professional,50534
Barnet,age19,3233,technical,25626
Barnet,age19,3233,admin,16520
Barnet,age19,3233,skilledTrade,14478
Barnet,age19,3233,service,14342
Barnet,age19,3233,sales,10663
Barnet,age19,3233,manual,8394
Barnet,age19,3233,elementary,14137
Barnet,age20,3293,management,31481
Barnet,age20,3293,professional,50534
Barnet,age20,3293,technical,25626
Barnet,age20,3293,admin,16520
Barnet,age20,3293,skilledTrade,14478
Barnet,age20,3293,service,14342
Barnet,age20,3293,sales,10663
Barnet,age20,3293,manual,8394
Barnet,age20,3293,elementary,14137
Barnet,age21,4086,management,31481
Barnet,age21,4086,professional,50534
Barnet,age21,4086,technical,25626
Barnet,age21,4086,admin,16520
Barnet,age21,4086,skilledTrade,14478
Barnet,age21,4086,service,14342
Barnet,age21,4086,sales,10663
Barnet,age21,4086,manual,8394
Barnet,age21,4086,elementary,14137
Barnet,age22,4577,management,31481
Barnet,age22,4577,professional,50534
Barnet,age22,4577,technical,25626
Barnet,age22,4577,admin,16520
Barnet,age22,4577,skilledTrade,14478
Barnet,age22,4577,service,14342
Barnet,age22,4577,sales,10663
Barnet,age22,4577,manual,8394
Barnet,age22,4577,elementary,14137
Barnet,age23,5102,management,31481
Barnet,age23,5102,professional,50534
Barnet,age23,5102,technical,25626
Barnet,age23,5102,admin,16520
Barnet,age23,5102,skilledTrade,14478
Barnet,age23,5102,service,14342
Barnet,age23,5102,sales,10663
Barnet,age23,5102,manual,8394
Barnet,age23,5102,elementary,14137
Barnet,age24,5337,management,31481
Barnet,age24,5337,professional,50534
Barnet,age24,5337,technical,25626
Barnet,age24,5337,admin,16520
Barnet,age24,5337,skilledTrade,14478
Barnet,age24,5337,service,14342
Barnet,age24,5337,sales,10663
Barnet,age24,5337,manual,8394
Barnet,age24,5337,elementary,14137
Barnet,age25,5493,management,31481
Barnet,age25,5493,professional,50534
Barnet,age25,5493,technical,25626
Barnet,age25,5493,admin,16520
Barnet,age25,5493,skilledTrade,14478
Barnet,age25,5493,service,14342
Barnet,age25,5493,sales,10663
Barnet,age25,5493,manual,8394
Barnet,age25,5493,elementary,14137
Barnet,age26,5500,management,31481
Barnet,age26,5500,professional,50534
Barnet,age26,5500,technical,25626
Barnet,age26,5500,admin,16520
Barnet,age26,5500,skilledTrade,14478
Barnet,age26,5500,service,14342
Barnet,age26,5500,sales,10663
Barnet,age26,5500,manual,8394
Barnet,age26,5500,elementary,14137
Barnet,age27,5523,management,31481
Barnet,age27,5523,professional,50534
Barnet,age27,5523,technical,25626
Barnet,age27,5523,admin,16520
Barnet,age27,5523,skilledTrade,14478
Barnet,age27,5523,service,14342
Barnet,age27,5523,sales,10663
Barnet,age27,5523,manual,8394
Barnet,age27,5523,elementary,14137
Barnet,age28,5609,management,31481
Barnet,age28,5609,professional,50534
Barnet,age28,5609,technical,25626
Barnet,age28,5609,admin,16520
Barnet,age28,5609,skilledTrade,14478
Barnet,age28,5609,service,14342
Barnet,age28,5609,sales,10663
Barnet,age28,5609,manual,8394
Barnet,age28,5609,elementary,14137
Barnet,age29,5916,management,31481
Barnet,age29,5916,professional,50534
Barnet,age29,5916,technical,25626
Barnet,age29,5916,admin,16520
Barnet,age29,5916,skilledTrade,14478
Barnet,age29,5916,service,14342
Barnet,age29,5916,sales,10663
Barnet,age29,5916,manual,8394
Barnet,age29,5916,elementary,14137
Barnet,age30,5952,management,31481
Barnet,age30,5952,professional,50534
Barnet,age30,5952,technical,25626
Barnet,age30,5952,admin,16520
Barnet,age30,5952,skilledTrade,14478
Barnet,age30,5952,service,14342
Barnet,age30,5952,sales,10663
Barnet,age30,5952,manual,8394
Barnet,age30,5952,elementary,14137
Barnet,age31,5904,management,31481
Barnet,age31,5904,professional,50534
Barnet,age31,5904,technical,25626
Barnet,age31,5904,admin,16520
Barnet,age31,5904,skilledTrade,14478
Barnet,age31,5904,service,14342
Barnet,age31,5904,sales,10663
Barnet,age31,5904,manual,8394
Barnet,age31,5904,elementary,14137
Barnet,age32,6148,management,31481
Barnet,age32,6148,professional,50534
Barnet,age32,6148,technical,25626
Barnet,age32,6148,admin,16520
Barnet,age32,6148,skilledTrade,14478
Barnet,age32,6148,service,14342
Barnet,age32,6148,sales,10663
Barnet,age32,6148,manual,8394
Barnet,age32,6148,elementary,14137
Barnet,age33,6116,management,31481
Barnet,age33,6116,professional,50534
Barnet,age33,6116,technical,25626
Barnet,age33,6116,admin,16520
Barnet,age33,6116,skilledTrade,14478
Barnet,age33,6116,service,14342
Barnet,age33,6116,sales,10663
Barnet,age33,6116,manual,8394
Barnet,age33,6116,elementary,14137
Barnet,age34,6055,management,31481
Barnet,age34,6055,professional,50534
Barnet,age34,6055,technical,25626
Barnet,age34,6055,admin,16520
Barnet,age34,6055,skilledTrade,14478
Barnet,age34,6055,service,14342
Barnet,age34,6055,sales,10663
Barnet,age34,6055,manual,8394
Barnet,age34,6055,elementary,14137
Barnet,age35,6135,management,31481
Barnet,age35,6135,professional,50534
Barnet,age35,6135,technical,25626
Barnet,age35,6135,admin,16520
Barnet,age35,6135,skilledTrade,14478
Barnet,age35,6135,service,14342
Barnet,age35,6135,sales,10663
Barnet,age35,6135,manual,8394
Barnet,age35,6135,elementary,14137
Barnet,age36,6220,management,31481
Barnet,age36,6220,professional,50534
Barnet,age36,6220,technical,25626
Barnet,age36,6220,admin,16520
Barnet,age36,6220,skilledTrade,14478
Barnet,age36,6220,service,14342
Barnet,age36,6220,sales,10663
Barnet,age36,6220,manual,8394
Barnet,age36,6220,elementary,14137
Barnet,age37,5935,management,31481
Barnet,age37,5935,professional,50534
Barnet,age37,5935,technical,25626
Barnet,age37,5935,admin,16520
Barnet,age37,5935,skilledTrade,14478
Barnet,age37,5935,service,14342
Barnet,age37,5935,sales,10663
Barnet,age37,5935,manual,8394
Barnet,age37,5935,elementary,14137
Barnet,age38,6223,management,31481
Barnet,age38,6223,professional,50534
Barnet,age38,6223,technical,25626
Barnet,age38,6223,admin,16520
Barnet,age38,6223,skilledTrade,14478
Barnet,age38,6223,service,14342
Barnet,age38,6223,sales,10663
Barnet,age38,6223,manual,8394
Barnet,age38,6223,elementary,14137
Barnet,age39,6276,management,31481
Barnet,age39,6276,professional,50534
Barnet,age39,6276,technical,25626
Barnet,age39,6276,admin,16520
Barnet,age39,6276,skilledTrade,14478
Barnet,age39,6276,service,14342
Barnet,age39,6276,sales,10663
Barnet,age39,6276,manual,8394
Barnet,age39,6276,elementary,14137
Barnet,age40,6343,management,31481
Barnet,age40,6343,professional,50534
Barnet,age40,6343,technical,25626
Barnet,age40,6343,admin,16520
Barnet,age40,6343,skilledTrade,14478
Barnet,age40,6343,service,14342
